TGS 2610 (mV);TGS 2602  (mV);TGS 2620 (mV);TGS 2600 (mV);TGS 2611(mV);kelas
1024.1;1440.6;2641.1;2004.1;602.7;1
1024.1;1455.3;2646;2013.9;592.9;1
1029;1440.6;2650.9;2004.1;602.7;1
1029;1440.6;2655.8;2009;597.8;1
1024.1;1450.4;2660.7;2018.8;602.7;1
1033.9;1445.5;2655.8;2018.8;607.6;1
1029;1450.4;2650.9;2028.6;607.6;1
1033.9;1450.4;2670.5;2018.8;607.6;1
1033.9;1450.4;2660.7;2028.6;607.6;1
1038.8;1450.4;2670.5;2013.9;612.5;1
1033.9;1445.5;2655.8;2023.7;617.4;1
1033.9;1445.5;2650.9;2009;617.4;1
1033.9;1460.2;2655.8;2018.8;612.5;1
1033.9;1455.3;2650.9;2023.7;617.4;1
1033.9;1465.1;2650.9;2023.7;622.3;1
1033.9;1450.4;2650.9;2013.9;622.3;1
1033.9;1455.3;2655.8;2028.6;617.4;1
1033.9;1450.4;2646;2028.6;617.4;1
1038.8;1450.4;2660.7;2018.8;627.2;1
1033.9;1450.4;2655.8;2018.8;617.4;1
1029;1455.3;2646;2013.9;627.2;1
1033.9;1455.3;2655.8;2023.7;622.3;1
1038.8;1455.3;2660.7;2023.7;622.3;1
1038.8;1455.3;2660.7;2018.8;627.2;1
1033.9;1450.4;2655.8;2023.7;632.1;1
1038.8;1455.3;2675.4;2033.5;627.2;1
1038.8;1460.2;2655.8;2023.7;632.1;1
1029;1460.2;2655.8;2033.5;627.2;1
1043.7;1465.1;2660.7;2038.4;632.1;1
1033.9;1465.1;2646;2033.5;627.2;1
1043.7;1465.1;2680.3;2043.3;637;1
1033.9;1465.1;2655.8;2028.6;627.2;1
1038.8;1465.1;2665.6;2038.4;641.9;1
1038.8;1465.1;2670.5;2033.5;632.1;1
1033.9;1465.1;2665.6;2028.6;641.9;1
1038.8;1460.2;2655.8;2033.5;641.9;1
1033.9;1465.1;2675.4;2038.4;641.9;1
1043.7;1470;2655.8;2028.6;637;1
1033.9;1465.1;2655.8;2043.3;641.9;1
1043.7;1470;2660.7;2033.5;646.8;1
1043.7;1474.9;2660.7;2038.4;641.9;1
1048.6;1474.9;2670.5;2043.3;641.9;1
1048.6;1465.1;2670.5;2043.3;646.8;1
1048.6;1465.1;2670.5;2038.4;646.8;1
1048.6;1474.9;2685.2;2033.5;651.7;1
1038.8;1474.9;2665.6;2043.3;651.7;1
1048.6;1470;2680.3;2043.3;656.6;1
1048.6;1474.9;2670.5;2043.3;646.8;1
1043.7;1479.8;2680.3;2038.4;646.8;1
1043.7;1479.8;2660.7;2038.4;656.6;1
1048.6;1479.8;2675.4;2043.3;651.7;1
1053.5;1474.9;2665.6;2043.3;656.6;1
1053.5;1484.7;2670.5;2033.5;656.6;1
1048.6;1479.8;2685.2;2043.3;666.4;1
1048.6;1474.9;2675.4;2028.6;661.5;1
1053.5;1479.8;2680.3;2043.3;666.4;1
1053.5;1484.7;2675.4;2062.9;661.5;1
1048.6;1484.7;2670.5;2048.2;661.5;1
1048.6;1484.7;2675.4;2053.1;661.5;1
1053.5;1489.6;2665.6;2062.9;661.5;1
1053.5;1484.7;2685.2;2048.2;671.3;1
1053.5;1494.5;2680.3;2048.2;671.3;1
1053.5;1484.7;2685.2;2058;666.4;1
1048.6;1489.6;2685.2;2053.1;671.3;1
1063.3;1479.8;2680.3;2053.1;671.3;1
1053.5;1509.2;2680.3;2053.1;671.3;1
1053.5;1484.7;2685.2;2062.9;671.3;1
1063.3;1494.5;2699.9;2058;671.3;1
1048.6;1489.6;2699.9;2053.1;676.2;1
793.8;1117.2;1636.6;1078;548.8;-1
788.9;1092.7;1621.9;1068.2;543.9;-1
784;1053.5;1602.3;1058.4;539;-1
779.1;1004.5;1592.5;1053.5;534.1;-1
774.2;960.4;1568;1038.8;534.1;-1
769.3;911.4;1553.3;1029;529.2;-1
764.4;882;1538.6;1024.1;524.3;-1
759.5;842.8;1523.9;1004.5;519.4;-1
754.6;808.5;1514.1;989.8;514.5;-1
749.7;779.1;1499.4;989.8;509.6;-1
749.7;754.6;1489.6;975.1;504.7;-1
744.8;735;1484.7;965.3;499.8;-1
744.8;705.6;1470;960.4;490;-1
735;690.9;1465.1;955.5;485.1;-1
735;676.2;1455.3;955.5;480.2;-1
730.1;656.6;1460.2;945.7;475.3;-1
730.1;646.8;1445.5;935.9;465.5;-1
730.1;637;1450.4;935.9;460.6;-1
725.2;622.3;1445.5;931;455.7;-1
725.2;622.3;1440.6;931;450.8;-1
720.3;607.6;1440.6;926.1;445.9;-1
720.3;602.7;1435.7;921.2;441;-1
720.3;592.9;1430.8;921.2;436.1;-1
715.4;588;1435.7;916.3;431.2;-1
715.4;583.1;1435.7;911.4;426.3;-1
715.4;578.2;1430.8;916.3;421.4;-1
710.5;573.3;1435.7;916.3;416.5;-1
710.5;568.4;1435.7;911.4;411.6;-1
710.5;563.5;1435.7;911.4;406.7;-1
710.5;558.6;1440.6;911.4;401.8;-1
710.5;558.6;1440.6;911.4;401.8;-1
710.5;553.7;1440.6;916.3;396.9;-1
710.5;553.7;1440.6;911.4;392;-1
705.6;548.8;1435.7;911.4;387.1;-1
710.5;543.9;1440.6;916.3;387.1;-1
705.6;543.9;1440.6;911.4;382.2;-1
705.6;539;1450.4;916.3;377.3;-1
705.6;534.1;1450.4;911.4;377.3;-1
705.6;529.2;1450.4;916.3;372.4;-1
705.6;529.2;1450.4;916.3;372.4;-1
705.6;534.1;1450.4;921.2;367.5;-1
705.6;524.3;1450.4;921.2;367.5;-1
700.7;529.2;1445.5;916.3;362.6;-1
705.6;524.3;1450.4;921.2;357.7;-1
705.6;519.4;1460.2;926.1;357.7;-1
705.6;519.4;1460.2;921.2;352.8;-1
705.6;519.4;1455.3;921.2;352.8;-1
700.7;519.4;1465.1;921.2;347.9;-1
700.7;514.5;1460.2;921.2;352.8;-1
705.6;519.4;1465.1;926.1;347.9;-1
700.7;514.5;1465.1;926.1;343;-1
700.7;514.5;1465.1;926.1;343;-1
700.7;519.4;1460.2;926.1;343;-1
695.8;509.6;1465.1;926.1;343;-1
700.7;509.6;1474.9;931;338.1;-1
700.7;509.6;1474.9;931;338.1;-1
700.7;509.6;1470;935.9;333.2;-1
705.6;504.7;1474.9;931;333.2;-1
700.7;504.7;1484.7;935.9;333.2;-1
700.7;504.7;1479.8;940.8;328.3;-1
700.7;504.7;1484.7;935.9;328.3;-1
700.7;504.7;1474.9;940.8;328.3;-1
700.7;504.7;1479.8;940.8;328.3;-1
700.7;509.6;1484.7;940.8;328.3;-1
700.7;499.8;1479.8;940.8;323.4;-1
700.7;499.8;1489.6;940.8;323.4;-1
700.7;499.8;1479.8;940.8;323.4;-1
700.7;499.8;1484.7;940.8;318.5;-1
700.7;499.8;1494.5;945.7;323.4;-1
695.8;499.8;1489.6;945.7;318.5;-1
695.8;499.8;1489.6;950.6;318.5;-1
700.7;499.8;1484.7;945.7;318.5;-1
700.7;494.9;1484.7;945.7;318.5;-1
705.6;499.8;1489.6;945.7;318.5;-1
700.7;499.8;1494.5;945.7;318.5;-1
700.7;499.8;1489.6;950.6;313.6;-1
700.7;499.8;1494.5;955.5;313.6;-1
700.7;499.8;1499.4;960.4;313.6;-1
700.7;499.8;1499.4;955.5;313.6;-1
700.7;494.9;1494.5;955.5;313.6;-1
700.7;494.9;1494.5;955.5;313.6;-1
700.7;494.9;1499.4;955.5;313.6;-1
695.8;494.9;1499.4;955.5;308.7;-1
700.7;494.9;1504.3;955.5;308.7;-1
700.7;494.9;1499.4;960.4;308.7;-1
700.7;494.9;1504.3;960.4;308.7;-1
700.7;494.9;1499.4;960.4;308.7;-1
695.8;504.7;1504.3;960.4;308.7;-1
700.7;494.9;1504.3;960.4;308.7;-1
700.7;494.9;1499.4;970.2;308.7;-1
700.7;494.9;1504.3;955.5;308.7;-1
700.7;494.9;1509.2;965.3;308.7;-1
695.8;494.9;1514.1;965.3;308.7;-1
700.7;494.9;1504.3;960.4;303.8;-1
700.7;494.9;1509.2;960.4;303.8;-1
700.7;494.9;1504.3;960.4;308.7;-1
700.7;490;1514.1;960.4;308.7;-1
700.7;490;1509.2;965.3;303.8;-1
695.8;494.9;1504.3;965.3;303.8;-1
700.7;490;1509.2;965.3;303.8;-1
700.7;490;1514.1;965.3;303.8;-1
695.8;494.9;1509.2;965.3;303.8;-1
700.7;494.9;1509.2;965.3;303.8;-1
700.7;494.9;1509.2;970.2;303.8;-1
700.7;490;1519;975.1;303.8;-1
695.8;494.9;1514.1;975.1;303.8;-1
700.7;494.9;1519;970.2;303.8;-1
700.7;494.9;1519;970.2;303.8;-1
700.7;494.9;1519;965.3;303.8;-1
705.6;494.9;1514.1;970.2;303.8;-1
700.7;490;1523.9;970.2;303.8;-1
695.8;494.9;1523.9;970.2;303.8;-1
700.7;494.9;1523.9;970.2;303.8;-1
705.6;494.9;1523.9;975.1;303.8;-1
700.7;490;1523.9;975.1;298.9;-1
700.7;494.9;1523.9;975.1;298.9;-1
700.7;490;1523.9;975.1;303.8;-1
695.8;490;1519;975.1;303.8;-1
700.7;490;1523.9;975.1;303.8;-1
700.7;490;1523.9;984.9;303.8;-1
700.7;494.9;1528.8;975.1;298.9;-1
695.8;490;1523.9;980;303.8;-1
705.6;490;1519;975.1;303.8;-1
700.7;494.9;1533.7;975.1;303.8;-1
695.8;494.9;1533.7;980;303.8;-1
700.7;490;1523.9;975.1;298.9;-1
700.7;494.9;1523.9;980;298.9;-1
700.7;494.9;1523.9;984.9;303.8;-1
700.7;490;1543.5;980;303.8;-1
700.7;494.9;1533.7;984.9;298.9;-1
695.8;499.8;1533.7;984.9;303.8;-1
700.7;490;1528.8;984.9;303.8;-1
700.7;490;1523.9;984.9;298.9;-1
700.7;490;1523.9;984.9;298.9;-1
700.7;490;1528.8;980;303.8;-1
695.8;490;1533.7;989.8;303.8;-1
700.7;490;1528.8;994.7;303.8;-1
695.8;490;1543.5;984.9;298.9;-1
700.7;490;1528.8;980;303.8;-1
705.6;490;1533.7;984.9;298.9;-1
700.7;490;1528.8;984.9;303.8;-1
695.8;490;1533.7;989.8;303.8;-1
695.8;490;1538.6;980;303.8;-1
700.7;490;1528.8;984.9;303.8;-1
700.7;485.1;1533.7;989.8;298.9;-1
700.7;490;1523.9;984.9;303.8;-1
700.7;490;1523.9;989.8;303.8;-1
695.8;485.1;1543.5;989.8;303.8;-1
695.8;490;1533.7;984.9;303.8;-1
695.8;490;1523.9;984.9;298.9;-1
695.8;485.1;1523.9;984.9;298.9;-1
700.7;490;1538.6;984.9;303.8;-1
715.4;490;1533.7;980;303.8;-1
695.8;490;1528.8;984.9;303.8;-1
700.7;485.1;1533.7;980;303.8;-1
700.7;485.1;1528.8;989.8;303.8;-1
700.7;490;1533.7;984.9;303.8;-1
700.7;485.1;1538.6;984.9;303.8;-1
695.8;485.1;1533.7;989.8;303.8;-1
700.7;490;1523.9;989.8;303.8;-1
695.8;490;1528.8;984.9;303.8;-1
695.8;490;1528.8;989.8;303.8;-1
695.8;485.1;1528.8;989.8;298.9;-1
700.7;490;1523.9;989.8;303.8;-1
700.7;490;1523.9;989.8;303.8;-1
700.7;490;1528.8;989.8;303.8;-1
700.7;490;1533.7;989.8;303.8;-1
700.7;490;1533.7;984.9;303.8;-1
695.8;490;1533.7;984.9;303.8;-1
695.8;490;1533.7;989.8;303.8;-1
695.8;485.1;1528.8;984.9;303.8;-1
700.7;490;1533.7;984.9;303.8;-1
700.7;485.1;1533.7;989.8;303.8;-1
700.7;490;1528.8;984.9;303.8;-1
700.7;485.1;1533.7;989.8;303.8;-1
695.8;490;1538.6;984.9;303.8;-1
695.8;490;1538.6;989.8;303.8;-1
700.7;485.1;1533.7;984.9;303.8;-1
700.7;490;1538.6;989.8;303.8;-1
700.7;490;1533.7;994.7;308.7;-1
700.7;490;1543.5;989.8;303.8;-1
700.7;490;1543.5;989.8;308.7;-1
705.6;494.9;1543.5;994.7;308.7;-1
710.5;490;1543.5;989.8;308.7;-1
710.5;494.9;1548.4;994.7;308.7;-1
715.4;504.7;1548.4;994.7;308.7;-1
725.2;519.4;1572.9;999.6;308.7;-1
730.1;529.2;1592.5;1004.5;308.7;-1
735;548.8;1592.5;1009.4;308.7;-1
739.9;563.5;1607.2;1009.4;313.6;-1
744.8;578.2;1617;1019.2;313.6;-1
754.6;592.9;1636.6;1024.1;313.6;-1
754.6;607.6;1646.4;1029;313.6;-1
764.4;622.3;1661.1;1033.9;318.5;-1
759.5;637;1670.9;1043.7;318.5;-1
769.3;646.8;1685.6;1043.7;318.5;-1
769.3;661.5;1700.3;1058.4;318.5;-1
779.1;666.4;1705.2;1053.5;323.4;-1
779.1;681.1;1705.2;1068.2;323.4;-1
784;686;1715;1073.1;323.4;-1
779.1;690.9;1724.8;1082.9;323.4;-1
788.9;695.8;1729.7;1082.9;328.3;-1
788.9;700.7;1734.6;1092.7;338.1;-1
793.8;705.6;1739.5;1102.5;328.3;-1
788.9;715.4;1749.3;1097.6;328.3;-1
793.8;715.4;1764;1102.5;333.2;-1
798.7;735;1754.2;1112.3;333.2;-1
793.8;725.2;1759.1;1112.3;338.1;-1
798.7;730.1;1778.7;1117.2;338.1;-1
823.2;730.1;1773.8;1127;338.1;-1
803.6;730.1;1768.9;1131.9;338.1;-1
803.6;739.9;1778.7;1131.9;338.1;-1
803.6;739.9;1778.7;1136.8;338.1;-1
808.5;735;1773.8;1131.9;343;-1
808.5;739.9;1783.6;1141.7;343;-1
803.6;739.9;1788.5;1141.7;347.9;-1
808.5;739.9;1793.4;1141.7;347.9;-1
808.5;744.8;1788.5;1151.5;352.8;-1
808.5;739.9;1783.6;1151.5;352.8;-1
813.4;744.8;1788.5;1146.6;347.9;-1
813.4;744.8;1798.3;1161.3;352.8;-1
808.5;744.8;1793.4;1156.4;352.8;-1
818.3;744.8;1793.4;1161.3;357.7;-1
813.4;749.7;1803.2;1161.3;357.7;-1
813.4;744.8;1798.3;1166.2;357.7;-1
823.2;749.7;1803.2;1166.2;357.7;-1
813.4;744.8;1808.1;1171.1;362.6;-1
813.4;754.6;1803.2;1171.1;362.6;-1
833;749.7;1808.1;1176;362.6;-1
818.3;749.7;1803.2;1180.9;362.6;-1
818.3;744.8;1817.9;1171.1;367.5;-1
818.3;754.6;1813;1176;367.5;-1
823.2;754.6;1813;1176;367.5;-1
823.2;759.5;1813;1180.9;367.5;-1
828.1;754.6;1832.6;1180.9;367.5;-1
818.3;754.6;1817.9;1176;372.4;-1
828.1;754.6;1808.1;1185.8;372.4;-1
828.1;754.6;1817.9;1185.8;372.4;-1
823.2;759.5;1817.9;1185.8;372.4;-1
823.2;754.6;1813;1185.8;377.3;-1
828.1;759.5;1822.8;1180.9;377.3;-1
828.1;764.4;1817.9;1185.8;382.2;-1
828.1;759.5;1817.9;1200.5;377.3;-1
833;759.5;1813;1185.8;377.3;-1
833;759.5;1813;1195.6;377.3;-1
823.2;774.2;1817.9;1190.7;382.2;-1
828.1;759.5;1822.8;1185.8;382.2;-1
828.1;764.4;1817.9;1195.6;382.2;-1
828.1;759.5;1817.9;1190.7;387.1;-1
828.1;764.4;1822.8;1190.7;382.2;-1
823.2;759.5;1817.9;1195.6;387.1;-1
828.1;764.4;1827.7;1195.6;387.1;-1
837.9;764.4;1822.8;1190.7;392;-1
828.1;764.4;1822.8;1200.5;392;-1
833;774.2;1822.8;1190.7;387.1;-1
833;764.4;1822.8;1190.7;392;-1
833;769.3;1822.8;1195.6;392;-1
833;764.4;1822.8;1200.5;392;-1
833;764.4;1827.7;1195.6;392;-1
837.9;769.3;1827.7;1195.6;392;-1
833;764.4;1822.8;1200.5;396.9;-1
837.9;764.4;1827.7;1205.4;396.9;-1
833;764.4;1822.8;1195.6;396.9;-1
833;764.4;1822.8;1200.5;396.9;-1
837.9;764.4;1827.7;1200.5;396.9;-1
837.9;769.3;1827.7;1205.4;396.9;-1
833;764.4;1827.7;1210.3;396.9;-1
837.9;764.4;1827.7;1205.4;401.8;-1
837.9;769.3;1817.9;1200.5;401.8;-1
837.9;769.3;1822.8;1200.5;401.8;-1
837.9;764.4;1827.7;1200.5;406.7;-1
837.9;769.3;1837.5;1200.5;401.8;-1
837.9;769.3;1832.6;1195.6;401.8;-1
837.9;769.3;1822.8;1200.5;406.7;-1
833;769.3;1827.7;1200.5;406.7;-1
833;764.4;1827.7;1200.5;411.6;-1
837.9;774.2;1817.9;1195.6;406.7;-1
833;764.4;1822.8;1205.4;406.7;-1
837.9;769.3;1832.6;1200.5;411.6;-1
842.8;769.3;1817.9;1200.5;411.6;-1
837.9;769.3;1832.6;1205.4;411.6;-1
837.9;774.2;1827.7;1205.4;411.6;-1
842.8;764.4;1827.7;1200.5;411.6;-1
837.9;769.3;1827.7;1205.4;411.6;-1
837.9;769.3;1827.7;1205.4;411.6;-1
842.8;769.3;1827.7;1205.4;416.5;-1
842.8;769.3;1822.8;1200.5;411.6;-1
837.9;769.3;1832.6;1205.4;416.5;-1
842.8;769.3;1832.6;1200.5;416.5;-1
837.9;774.2;1827.7;1205.4;416.5;-1
842.8;774.2;1827.7;1200.5;416.5;-1
842.8;779.1;1827.7;1200.5;421.4;-1
837.9;774.2;1827.7;1200.5;416.5;-1
837.9;774.2;1817.9;1205.4;416.5;-1
842.8;769.3;1827.7;1205.4;416.5;-1
842.8;769.3;1822.8;1200.5;421.4;-1
842.8;769.3;1827.7;1205.4;421.4;-1
837.9;769.3;1827.7;1200.5;421.4;-1
842.8;769.3;1832.6;1205.4;421.4;-1
847.7;769.3;1827.7;1210.3;421.4;-1
833;774.2;1813;1195.6;421.4;-1
823.2;739.9;1798.3;1190.7;421.4;-1
808.5;715.4;1783.6;1185.8;421.4;-1
798.7;686;1754.2;1176;426.3;-1
784;656.6;1734.6;1166.2;421.4;-1
779.1;632.1;1710.1;1161.3;421.4;-1
769.3;612.5;1685.6;1151.5;416.5;-1
764.4;592.9;1675.8;1136.8;421.4;-1
764.4;578.2;1661.1;1122.1;416.5;-1
754.6;568.4;1656.2;1112.3;416.5;-1
749.7;558.6;1641.5;1107.4;416.5;-1
744.8;553.7;1626.8;1102.5;411.6;-1
739.9;543.9;1621.9;1092.7;406.7;-1
739.9;534.1;1607.2;1082.9;406.7;-1
735;534.1;1597.4;1078;406.7;-1
735;529.2;1587.6;1068.2;401.8;-1
730.1;524.3;1587.6;1063.3;401.8;-1
730.1;524.3;1582.7;1058.4;401.8;-1
725.2;519.4;1582.7;1048.6;401.8;-1
720.3;514.5;1572.9;1048.6;396.9;-1
725.2;514.5;1568;1043.7;392;-1
720.3;524.3;1568;1043.7;396.9;-1
715.4;509.6;1563.1;1033.9;392;-1
715.4;504.7;1563.1;1033.9;392;-1
715.4;504.7;1558.2;1029;387.1;-1
715.4;504.7;1553.3;1033.9;387.1;-1
715.4;499.8;1558.2;1019.2;382.2;-1
715.4;499.8;1548.4;1019.2;382.2;-1
710.5;509.6;1553.3;1019.2;382.2;-1
705.6;494.9;1543.5;1014.3;382.2;-1
710.5;490;1548.4;1014.3;377.3;-1
705.6;490;1543.5;1009.4;377.3;-1
705.6;490;1533.7;1004.5;377.3;-1
705.6;490;1538.6;1009.4;377.3;-1
705.6;490;1538.6;1009.4;372.4;-1
705.6;485.1;1548.4;1009.4;372.4;-1
705.6;485.1;1533.7;1004.5;372.4;-1
705.6;485.1;1533.7;1004.5;372.4;-1
700.7;490;1543.5;999.6;367.5;-1
705.6;485.1;1528.8;1004.5;367.5;-1
705.6;480.2;1533.7;999.6;367.5;-1
705.6;485.1;1533.7;994.7;367.5;-1
700.7;485.1;1528.8;994.7;367.5;-1
700.7;485.1;1538.6;999.6;362.6;-1
700.7;485.1;1533.7;994.7;362.6;-1
700.7;480.2;1538.6;994.7;362.6;-1
700.7;480.2;1533.7;989.8;357.7;-1
700.7;480.2;1528.8;994.7;357.7;-1
700.7;480.2;1543.5;989.8;357.7;-1
700.7;480.2;1528.8;994.7;357.7;-1
700.7;480.2;1533.7;994.7;357.7;-1
695.8;480.2;1533.7;994.7;357.7;-1
695.8;475.3;1528.8;994.7;357.7;-1
700.7;480.2;1533.7;994.7;352.8;-1
700.7;480.2;1528.8;994.7;352.8;-1
700.7;480.2;1538.6;994.7;352.8;-1
695.8;480.2;1533.7;994.7;352.8;-1
700.7;480.2;1538.6;994.7;352.8;-1
700.7;480.2;1533.7;994.7;352.8;-1
695.8;480.2;1533.7;994.7;352.8;-1
695.8;480.2;1543.5;994.7;352.8;-1
700.7;480.2;1543.5;999.6;347.9;-1
700.7;480.2;1543.5;999.6;352.8;-1
700.7;480.2;1553.3;999.6;347.9;-1
695.8;480.2;1543.5;1004.5;347.9;-1
700.7;475.3;1543.5;994.7;347.9;-1
695.8;475.3;1538.6;1004.5;347.9;-1
700.7;475.3;1543.5;999.6;347.9;-1
700.7;475.3;1538.6;994.7;347.9;-1
700.7;475.3;1543.5;994.7;347.9;-1
700.7;480.2;1543.5;994.7;347.9;-1
700.7;475.3;1533.7;999.6;347.9;-1
695.8;475.3;1538.6;999.6;343;-1
695.8;475.3;1538.6;999.6;343;-1
695.8;475.3;1533.7;989.8;343;-1
695.8;475.3;1533.7;994.7;343;-1
695.8;475.3;1543.5;999.6;343;-1
695.8;475.3;1548.4;999.6;343;-1
695.8;475.3;1533.7;994.7;343;-1
695.8;470.4;1543.5;994.7;352.8;-1
695.8;475.3;1538.6;994.7;343;-1
700.7;475.3;1533.7;989.8;343;-1
695.8;480.2;1543.5;994.7;343;-1
700.7;494.9;1538.6;989.8;343;-1
695.8;504.7;1538.6;989.8;343;-1
700.7;509.6;1538.6;994.7;343;-1
700.7;529.2;1543.5;994.7;343;-1
695.8;539;1548.4;994.7;343;-1
695.8;553.7;1538.6;994.7;343;-1
695.8;563.5;1538.6;994.7;338.1;-1
695.8;568.4;1548.4;999.6;343;-1
695.8;568.4;1543.5;999.6;338.1;-1
695.8;568.4;1548.4;999.6;338.1;-1
695.8;573.3;1543.5;999.6;338.1;-1
700.7;568.4;1543.5;999.6;338.1;-1
700.7;583.1;1548.4;994.7;338.1;-1
695.8;578.2;1548.4;999.6;338.1;-1
695.8;583.1;1548.4;999.6;338.1;-1
690.9;597.8;1538.6;999.6;338.1;-1
695.8;602.7;1548.4;999.6;338.1;-1
695.8;607.6;1543.5;1004.5;338.1;-1
700.7;612.5;1548.4;999.6;338.1;-1
705.6;617.4;1558.2;1004.5;338.1;-1
700.7;612.5;1543.5;999.6;338.1;-1
690.9;607.6;1548.4;999.6;338.1;-1
695.8;592.9;1543.5;999.6;338.1;-1
695.8;578.2;1553.3;999.6;338.1;-1
695.8;573.3;1543.5;1004.5;338.1;-1
695.8;558.6;1543.5;1004.5;338.1;-1
695.8;553.7;1543.5;1004.5;338.1;-1
695.8;543.9;1553.3;999.6;338.1;-1
695.8;539;1543.5;1004.5;338.1;-1
695.8;534.1;1543.5;1004.5;338.1;-1
700.7;534.1;1548.4;1004.5;338.1;-1
695.8;524.3;1543.5;994.7;338.1;-1
695.8;519.4;1543.5;999.6;338.1;-1
695.8;514.5;1548.4;994.7;338.1;-1
695.8;509.6;1538.6;999.6;338.1;-1
695.8;504.7;1538.6;999.6;338.1;-1
695.8;504.7;1543.5;994.7;338.1;-1
695.8;499.8;1543.5;999.6;338.1;-1
695.8;494.9;1543.5;994.7;338.1;-1
690.9;494.9;1538.6;994.7;338.1;-1
690.9;494.9;1538.6;994.7;338.1;-1
695.8;499.8;1538.6;999.6;338.1;-1
690.9;499.8;1543.5;994.7;338.1;-1
690.9;494.9;1538.6;994.7;338.1;-1
690.9;499.8;1543.5;994.7;338.1;-1
690.9;494.9;1538.6;994.7;338.1;-1
695.8;494.9;1533.7;989.8;338.1;-1
690.9;494.9;1538.6;999.6;338.1;-1
690.9;494.9;1538.6;994.7;333.2;-1
695.8;494.9;1548.4;999.6;338.1;-1
695.8;490;1543.5;994.7;338.1;-1
695.8;504.7;1533.7;999.6;338.1;-1
695.8;490;1533.7;989.8;338.1;-1
695.8;490;1543.5;989.8;338.1;-1
695.8;490;1543.5;994.7;338.1;-1
690.9;490;1533.7;999.6;338.1;-1
695.8;485.1;1543.5;994.7;338.1;-1
695.8;490;1538.6;999.6;338.1;-1
695.8;494.9;1543.5;989.8;338.1;-1
695.8;485.1;1543.5;999.6;333.2;-1
695.8;485.1;1543.5;994.7;333.2;-1
690.9;485.1;1543.5;994.7;338.1;-1
695.8;485.1;1543.5;994.7;338.1;-1
690.9;490;1543.5;994.7;338.1;-1
695.8;485.1;1548.4;994.7;338.1;-1
710.5;490;1538.6;994.7;333.2;-1
695.8;490;1543.5;994.7;338.1;-1
695.8;490;1538.6;994.7;338.1;-1
695.8;494.9;1543.5;989.8;338.1;-1
695.8;490;1543.5;989.8;338.1;-1
695.8;494.9;1538.6;994.7;338.1;-1
695.8;490;1538.6;994.7;338.1;-1
695.8;494.9;1533.7;994.7;338.1;-1
695.8;494.9;1533.7;994.7;333.2;-1
695.8;494.9;1538.6;994.7;338.1;-1
690.9;494.9;1538.6;994.7;338.1;-1
695.8;494.9;1543.5;999.6;338.1;-1
690.9;494.9;1538.6;989.8;338.1;-1
695.8;494.9;1543.5;994.7;338.1;-1
695.8;494.9;1538.6;994.7;338.1;-1
695.8;494.9;1533.7;994.7;338.1;-1
695.8;490;1543.5;989.8;338.1;-1
690.9;490;1538.6;999.6;338.1;-1
690.9;494.9;1548.4;989.8;338.1;-1
690.9;494.9;1533.7;989.8;338.1;-1
690.9;494.9;1533.7;994.7;338.1;-1
695.8;504.7;1538.6;994.7;338.1;-1
695.8;509.6;1543.5;989.8;338.1;-1
690.9;504.7;1533.7;994.7;338.1;-1
695.8;504.7;1533.7;1004.5;338.1;-1
695.8;504.7;1538.6;999.6;338.1;-1
690.9;504.7;1538.6;994.7;338.1;-1
695.8;504.7;1543.5;994.7;333.2;-1
695.8;509.6;1538.6;994.7;338.1;-1
695.8;509.6;1538.6;999.6;338.1;-1
695.8;504.7;1543.5;989.8;338.1;-1
690.9;504.7;1553.3;994.7;343;-1
695.8;509.6;1548.4;999.6;338.1;-1
695.8;504.7;1548.4;994.7;338.1;-1
700.7;504.7;1538.6;999.6;343;-1
705.6;504.7;1538.6;1004.5;338.1;-1
705.6;509.6;1548.4;994.7;343;-1
710.5;519.4;1558.2;994.7;343;-1
720.3;524.3;1572.9;999.6;343;-1
730.1;534.1;1577.8;1004.5;343;-1
730.1;548.8;1597.4;1009.4;343;-1
739.9;558.6;1607.2;1009.4;347.9;-1
744.8;568.4;1617;1019.2;347.9;-1
744.8;583.1;1631.7;1024.1;347.9;-1
754.6;592.9;1636.6;1029;347.9;-1
774.2;597.8;1651.3;1033.9;352.8;-1
759.5;612.5;1670.9;1043.7;352.8;-1
769.3;617.4;1680.7;1043.7;352.8;-1
769.3;632.1;1685.6;1053.5;352.8;-1
769.3;637;1685.6;1063.3;357.7;-1
779.1;646.8;1705.2;1063.3;357.7;-1
779.1;651.7;1715;1063.3;362.6;-1
784;651.7;1715;1073.1;357.7;-1
784;656.6;1719.9;1082.9;357.7;-1
784;666.4;1729.7;1082.9;362.6;-1
808.5;666.4;1729.7;1087.8;362.6;-1
788.9;666.4;1734.6;1092.7;367.5;-1
793.8;676.2;1749.3;1097.6;367.5;-1
793.8;676.2;1739.5;1097.6;367.5;-1
793.8;681.1;1744.4;1102.5;372.4;-1
798.7;681.1;1754.2;1107.4;372.4;-1
803.6;690.9;1754.2;1117.2;372.4;-1
803.6;686;1754.2;1117.2;372.4;-1
798.7;690.9;1764;1117.2;377.3;-1
798.7;690.9;1759.1;1122.1;377.3;-1
803.6;690.9;1768.9;1127;377.3;-1
803.6;700.7;1773.8;1131.9;377.3;-1
803.6;695.8;1778.7;1141.7;382.2;-1
