TGS 2610 (mV);TGS 2602  (mV);TGS 2620 (mV);TGS 2600 (mV);TGS 2611(mV);kelas
1068.2;1724.8;2655.8;2087.4;641.9;1
1073.1;1705.2;2646;2082.5;641.9;1
1078;1715;2646;2097.2;646.8;1
1068.2;1710.1;2641.1;2077.6;641.9;1
1078;1705.2;2646;2082.5;646.8;1
1073.1;1705.2;2631.3;2087.4;646.8;1
1073.1;1710.1;2641.1;2082.5;651.7;1
1073.1;1705.2;2641.1;2072.7;651.7;1
1073.1;1705.2;2646;2072.7;651.7;1
1073.1;1695.4;2646;2077.6;651.7;1
1078;1705.2;2636.2;2077.6;651.7;1
1073.1;1705.2;2646;2072.7;651.7;1
1078;1710.1;2650.9;2087.4;646.8;1
1078;1710.1;2636.2;2082.5;651.7;1
1073.1;1715;2641.1;2082.5;656.6;1
1078;1710.1;2646;2082.5;656.6;1
1082.9;1705.2;2665.6;2082.5;656.6;1
1078;1705.2;2650.9;2077.6;656.6;1
1087.8;1710.1;2650.9;2082.5;661.5;1
1087.8;1710.1;2675.4;2077.6;661.5;1
1073.1;1724.8;2660.7;2087.4;666.4;1
1073.1;1719.9;2655.8;2092.3;656.6;1
1078;1724.8;2655.8;2097.2;656.6;1
1082.9;1715;2665.6;2092.3;671.3;1
1063.3;1710.1;2650.9;2082.5;661.5;1
999.6;1617;2567.6;2048.2;661.5;1
955.5;1489.6;2454.9;1984.5;661.5;1
916.3;1357.3;2376.5;1915.9;661.5;1
886.9;1244.6;2293.2;1842.4;661.5;1
872.2;1146.6;2239.3;1778.7;656.6;1
852.6;1058.4;2180.5;1734.6;661.5;1
847.7;994.7;2141.3;1680.7;661.5;1
833;940.8;2097.2;1641.5;661.5;1
828.1;896.7;2062.9;1602.3;656.6;1
818.3;867.3;2028.6;1568;651.7;1
808.5;847.7;2013.9;1548.4;651.7;1
808.5;818.3;1989.4;1523.9;646.8;1
803.6;803.6;1974.7;1499.4;646.8;1
793.8;788.9;1964.9;1474.9;641.9;1
798.7;784;1950.2;1470;646.8;1
788.9;769.3;1945.3;1440.6;637;1
793.8;764.4;1930.6;1440.6;637;1
788.9;754.6;1915.9;1425.9;632.1;1
784;744.8;1906.1;1411.2;637;1
779.1;739.9;1901.2;1396.5;627.2;1
779.1;730.1;1891.4;1386.7;627.2;1
779.1;725.2;1891.4;1372;622.3;1
779.1;720.3;1881.6;1367.1;622.3;1
774.2;720.3;1881.6;1362.2;622.3;1
774.2;715.4;1866.9;1352.4;617.4;1
769.3;710.5;1866.9;1352.4;612.5;1
769.3;705.6;1866.9;1332.8;612.5;1
769.3;705.6;1847.3;1332.8;607.6;1
769.3;700.7;1857.1;1323;607.6;1
769.3;695.8;1847.3;1313.2;602.7;1
764.4;695.8;1842.4;1313.2;607.6;1
784;700.7;1852.2;1313.2;602.7;1
764.4;700.7;1842.4;1308.3;602.7;1
764.4;700.7;1832.6;1298.5;597.8;1
764.4;700.7;1852.2;1298.5;592.9;1
764.4;695.8;1837.5;1288.7;588;1
764.4;695.8;1837.5;1293.6;588;1
759.5;690.9;1832.6;1283.8;583.1;1
759.5;686;1842.4;1288.7;583.1;1
754.6;686;1827.7;1278.9;578.2;1
759.5;686;1832.6;1278.9;578.2;1
754.6;690.9;1822.8;1274;578.2;1
754.6;686;1822.8;1274;573.3;1
754.6;686;1817.9;1264.2;573.3;1
754.6;686;1817.9;1269.1;568.4;1
754.6;686;1822.8;1269.1;568.4;1
754.6;690.9;1822.8;1269.1;563.5;1
759.5;690.9;1817.9;1274;563.5;1
754.6;690.9;1837.5;1259.3;563.5;1
754.6;690.9;1813;1269.1;563.5;1
754.6;686;1813;1264.2;558.6;1
764.4;690.9;1813;1259.3;558.6;1
754.6;690.9;1827.7;1264.2;558.6;1
754.6;695.8;1822.8;1259.3;558.6;1
754.6;695.8;1822.8;1254.4;553.7;1
754.6;700.7;1822.8;1264.2;553.7;1
759.5;695.8;1822.8;1254.4;553.7;1
749.7;695.8;1822.8;1254.4;548.8;1
754.6;705.6;1813;1254.4;553.7;1
749.7;695.8;1817.9;1254.4;548.8;1
754.6;695.8;1813;1249.5;548.8;1
754.6;695.8;1813;1259.3;548.8;1
754.6;695.8;1808.1;1249.5;543.9;1
754.6;690.9;1803.2;1249.5;543.9;1
754.6;690.9;1813;1249.5;543.9;1
749.7;690.9;1813;1244.6;543.9;1
754.6;690.9;1803.2;1249.5;539;1
754.6;686;1813;1244.6;539;1
749.7;686;1803.2;1244.6;539;1
749.7;686;1803.2;1259.3;539;1
749.7;686;1813;1244.6;539;1
749.7;681.1;1803.2;1244.6;534.1;1
749.7;686;1808.1;1239.7;534.1;1
754.6;690.9;1803.2;1239.7;534.1;1
749.7;686;1813;1239.7;529.2;1
749.7;686;1803.2;1244.6;529.2;1
754.6;686;1808.1;1249.5;529.2;1
754.6;686;1827.7;1244.6;534.1;1
749.7;686;1817.9;1244.6;529.2;1
754.6;690.9;1817.9;1244.6;529.2;1
754.6;686;1808.1;1244.6;529.2;1
754.6;690.9;1817.9;1249.5;529.2;1
749.7;686;1808.1;1249.5;529.2;1
759.5;695.8;1822.8;1254.4;529.2;1
749.7;690.9;1817.9;1249.5;529.2;1
759.5;695.8;1822.8;1249.5;534.1;1
759.5;690.9;1822.8;1249.5;529.2;1
759.5;695.8;1817.9;1249.5;529.2;1
754.6;695.8;1832.6;1249.5;534.1;1
759.5;700.7;1817.9;1254.4;529.2;1
754.6;700.7;1822.8;1244.6;529.2;1
759.5;690.9;1813;1249.5;529.2;1
759.5;695.8;1817.9;1249.5;524.3;1
754.6;695.8;1817.9;1249.5;529.2;1
754.6;695.8;1813;1249.5;524.3;1
759.5;695.8;1822.8;1249.5;524.3;1
754.6;690.9;1817.9;1249.5;529.2;1
759.5;695.8;1817.9;1254.4;524.3;1
754.6;690.9;1813;1244.6;524.3;1
754.6;690.9;1827.7;1249.5;529.2;1
754.6;695.8;1813;1249.5;524.3;1
759.5;690.9;1813;1249.5;524.3;1
769.3;686;1813;1249.5;524.3;1
754.6;690.9;1813;1254.4;524.3;1
754.6;690.9;1817.9;1244.6;519.4;1
749.7;690.9;1817.9;1244.6;519.4;1
754.6;690.9;1817.9;1244.6;519.4;1
754.6;690.9;1813;1244.6;519.4;1
754.6;690.9;1813;1249.5;519.4;1
754.6;690.9;1822.8;1254.4;519.4;1
759.5;690.9;1808.1;1239.7;519.4;1
754.6;690.9;1822.8;1249.5;519.4;1
754.6;690.9;1822.8;1244.6;519.4;1
749.7;686;1827.7;1244.6;514.5;1
759.5;695.8;1832.6;1244.6;519.4;1
754.6;690.9;1813;1239.7;514.5;1
754.6;690.9;1813;1239.7;514.5;1
754.6;695.8;1822.8;1249.5;514.5;1
754.6;695.8;1817.9;1244.6;514.5;1
754.6;695.8;1813;1244.6;514.5;1
759.5;700.7;1822.8;1239.7;519.4;1
754.6;695.8;1813;1249.5;519.4;1
764.4;700.7;1827.7;1244.6;514.5;1
754.6;700.7;1822.8;1244.6;514.5;1
759.5;700.7;1827.7;1249.5;509.6;1
759.5;700.7;1827.7;1249.5;514.5;1
759.5;710.5;1832.6;1244.6;519.4;1
759.5;715.4;1832.6;1254.4;514.5;1
759.5;710.5;1832.6;1249.5;514.5;1
759.5;705.6;1842.4;1259.3;514.5;1
754.6;705.6;1832.6;1254.4;514.5;1
759.5;705.6;1822.8;1254.4;514.5;1
759.5;705.6;1822.8;1254.4;514.5;1
759.5;710.5;1822.8;1249.5;514.5;1
759.5;705.6;1832.6;1254.4;514.5;1
759.5;700.7;1832.6;1249.5;514.5;1
759.5;705.6;1822.8;1249.5;514.5;1
759.5;700.7;1827.7;1259.3;509.6;1
764.4;700.7;1822.8;1254.4;514.5;1
759.5;700.7;1822.8;1259.3;514.5;1
759.5;700.7;1817.9;1254.4;514.5;1
754.6;695.8;1827.7;1259.3;514.5;1
759.5;700.7;1832.6;1254.4;514.5;1
764.4;695.8;1827.7;1254.4;514.5;1
764.4;690.9;1822.8;1254.4;514.5;1
759.5;695.8;1827.7;1254.4;509.6;1
764.4;690.9;1817.9;1249.5;514.5;1
759.5;690.9;1827.7;1249.5;514.5;1
759.5;695.8;1832.6;1254.4;509.6;1
759.5;695.8;1822.8;1249.5;514.5;1
764.4;695.8;1822.8;1249.5;514.5;1
759.5;695.8;1822.8;1249.5;514.5;1
759.5;695.8;1822.8;1249.5;509.6;1
759.5;695.8;1817.9;1249.5;509.6;1
759.5;700.7;1817.9;1254.4;509.6;1
759.5;695.8;1822.8;1249.5;509.6;1
759.5;695.8;1827.7;1249.5;509.6;1
759.5;690.9;1827.7;1254.4;514.5;1
759.5;695.8;1822.8;1249.5;509.6;1
759.5;695.8;1827.7;1249.5;514.5;1
759.5;695.8;1822.8;1249.5;509.6;1
759.5;695.8;1827.7;1254.4;514.5;1
779.1;695.8;1842.4;1249.5;509.6;1
764.4;705.6;1827.7;1259.3;514.5;1
764.4;700.7;1822.8;1254.4;509.6;1
769.3;710.5;1837.5;1259.3;519.4;1
764.4;705.6;1827.7;1269.1;514.5;1
764.4;705.6;1827.7;1254.4;514.5;1
759.5;705.6;1827.7;1259.3;514.5;1
764.4;700.7;1827.7;1259.3;514.5;1
769.3;705.6;1832.6;1259.3;514.5;1
769.3;720.3;1837.5;1264.2;514.5;1
764.4;705.6;1832.6;1254.4;514.5;1
764.4;715.4;1832.6;1259.3;514.5;1
764.4;710.5;1832.6;1259.3;514.5;1
764.4;710.5;1827.7;1254.4;514.5;1
764.4;705.6;1827.7;1259.3;514.5;1
759.5;705.6;1832.6;1269.1;514.5;1
759.5;710.5;1827.7;1264.2;509.6;1
764.4;705.6;1827.7;1264.2;514.5;1
764.4;700.7;1837.5;1254.4;509.6;1
774.2;700.7;1837.5;1254.4;519.4;1
784;720.3;1862;1259.3;514.5;1
808.5;759.5;1915.9;1274;519.4;1
837.9;823.2;1969.8;1298.5;519.4;1
862.4;906.5;2067.8;1332.8;519.4;1
886.9;989.8;2126.6;1381.8;524.3;1
906.5;1073.1;2175.6;1430.8;519.4;1
921.2;1136.8;2254;1474.9;519.4;1
931;1190.7;2293.2;1528.8;524.3;1
945.7;1244.6;2337.3;1577.8;529.2;1
950.6;1303.4;2356.9;1612.1;519.4;1
965.3;1337.7;2405.9;1656.2;529.2;1
975.1;1372;2425.5;1690.5;529.2;1
975.1;1401.4;2445.1;1724.8;534.1;1
989.8;1421;2459.8;1759.1;534.1;1
989.8;1450.4;2469.6;1798.3;534.1;1
999.6;1479.8;2499;1813;534.1;1
1004.5;1489.6;2518.6;1822.8;539;1
1014.3;1504.3;2528.4;1847.3;534.1;1
1004.5;1523.9;2528.4;1862;534.1;1
1014.3;1523.9;2543.1;1871.8;543.9;1
1014.3;1528.8;2548;1896.3;548.8;1
1014.3;1543.5;2543.1;1901.2;543.9;1
1024.1;1553.3;2562.7;1915.9;553.7;1
1024.1;1558.2;2567.6;1925.7;548.8;1
1029;1572.9;2567.6;1925.7;553.7;1
1038.8;1563.1;2587.2;1950.2;553.7;1
1033.9;1587.6;2577.4;1955.1;553.7;1
1033.9;1572.9;2601.9;1955.1;558.6;1
1038.8;1587.6;2592.1;1974.7;558.6;1
1033.9;1587.6;2611.7;1974.7;558.6;1
1038.8;1597.4;2626.4;1974.7;563.5;1
1033.9;1597.4;2611.7;1984.5;563.5;1
1033.9;1597.4;2601.9;1994.3;563.5;1
1038.8;1602.3;2606.8;1999.2;568.4;1
1043.7;1602.3;2606.8;2004.1;563.5;1
1043.7;1612.1;2641.1;2009;573.3;1
1043.7;1612.1;2631.3;2004.1;573.3;1
1053.5;1602.3;2626.4;2018.8;578.2;1
1048.6;1607.2;2616.6;2023.7;578.2;1
1043.7;1602.3;2611.7;2023.7;578.2;1
1043.7;1612.1;2616.6;2023.7;578.2;1
1053.5;1607.2;2626.4;2018.8;583.1;1
1058.4;1607.2;2611.7;2028.6;578.2;1
1048.6;1617;2616.6;2028.6;588;1
1053.5;1607.2;2616.6;2028.6;592.9;1
1048.6;1607.2;2611.7;2028.6;588;1
1048.6;1597.4;2606.8;2013.9;588;1
1053.5;1612.1;2631.3;2033.5;592.9;1
1048.6;1607.2;2611.7;2048.2;592.9;1
1053.5;1597.4;2621.5;2033.5;592.9;1
1068.2;1617;2626.4;2033.5;597.8;1
1048.6;1607.2;2616.6;2043.3;592.9;1
1063.3;1612.1;2641.1;2048.2;597.8;1
1058.4;1602.3;2636.2;2043.3;602.7;1
1053.5;1617;2650.9;2048.2;597.8;1
1063.3;1612.1;2646;2038.4;597.8;1
1063.3;1621.9;2626.4;2053.1;602.7;1
1063.3;1607.2;2655.8;2043.3;607.6;1
1058.4;1621.9;2650.9;2043.3;602.7;1
1058.4;1621.9;2650.9;2058;612.5;1
1058.4;1626.8;2636.2;2053.1;602.7;1
1063.3;1612.1;2636.2;2043.3;607.6;1
1063.3;1626.8;2650.9;2062.9;612.5;1
1068.2;1617;2650.9;2058;607.6;1
1063.3;1617;2641.1;2062.9;622.3;1
1063.3;1626.8;2626.4;2062.9;612.5;1
1068.2;1607.2;2631.3;2053.1;617.4;1
1063.3;1621.9;2636.2;2053.1;617.4;1
1073.1;1621.9;2626.4;2062.9;617.4;1
1058.4;1617;2641.1;2053.1;617.4;1
1058.4;1617;2636.2;2053.1;617.4;1
1058.4;1617;2631.3;2053.1;627.2;1
1063.3;1617;2636.2;2058;622.3;1
1058.4;1617;2650.9;2053.1;622.3;1
1078;1621.9;2646;2053.1;637;1
1073.1;1621.9;2650.9;2077.6;637;1
1078;1612.1;2621.5;2053.1;627.2;1
1073.1;1617;2631.3;2062.9;632.1;1
1073.1;1621.9;2631.3;2058;637;1
1078;1617;2646;2058;637;1
1068.2;1641.5;2646;2058;637;1
1068.2;1626.8;2665.6;2067.8;637;1
1068.2;1631.7;2655.8;2062.9;641.9;1
1068.2;1636.6;2670.5;2067.8;641.9;1
1073.1;1631.7;2680.3;2067.8;637;1
1078;1631.7;2665.6;2077.6;646.8;1
1082.9;1636.6;2665.6;2067.8;646.8;1
1082.9;1636.6;2665.6;2072.7;641.9;1
1082.9;1636.6;2675.4;2067.8;641.9;1
1082.9;1646.4;2675.4;2077.6;651.7;1
1082.9;1646.4;2675.4;2082.5;651.7;1
1078;1651.3;2690.1;2082.5;646.8;1
1078;1641.5;2670.5;2087.4;646.8;1
1078;1651.3;2685.2;2082.5;651.7;1
1078;1651.3;2670.5;2087.4;651.7;1
1082.9;1641.5;2685.2;2082.5;651.7;1
1078;1651.3;2680.3;2092.3;651.7;1
1082.9;1646.4;2685.2;2102.1;656.6;1
1087.8;1646.4;2690.1;2087.4;661.5;1
1082.9;1651.3;2675.4;2097.2;656.6;1
1078;1651.3;2675.4;2102.1;656.6;1
1092.7;1646.4;2685.2;2087.4;661.5;1
1087.8;1646.4;2685.2;2092.3;656.6;1
1087.8;1646.4;2685.2;2087.4;661.5;1
1087.8;1651.3;2690.1;2082.5;661.5;1
1087.8;1646.4;2685.2;2082.5;666.4;1
1082.9;1646.4;2680.3;2092.3;661.5;1
1087.8;1651.3;2670.5;2087.4;661.5;1
1082.9;1656.2;2680.3;2087.4;661.5;1
1087.8;1651.3;2695;2082.5;666.4;1
1082.9;1651.3;2675.4;2097.2;666.4;1
1087.8;1651.3;2670.5;2087.4;666.4;1
1082.9;1656.2;2665.6;2077.6;666.4;1
1082.9;1656.2;2670.5;2092.3;666.4;1
1082.9;1656.2;2699.9;2097.2;671.3;1
1087.8;1646.4;2680.3;2087.4;671.3;1
1087.8;1651.3;2695;2082.5;676.2;1
1073.1;1646.4;2660.7;2082.5;671.3;1
1014.3;1553.3;2572.5;2048.2;671.3;1
960.4;1425.9;2479.4;1984.5;666.4;1
931;1318.1;2401;1920.8;671.3;1
901.6;1200.5;2337.3;1847.3;671.3;1
882;1122.1;2263.8;1798.3;666.4;1
872.2;1048.6;2224.6;1739.5;666.4;1
857.5;984.9;2175.6;1700.3;666.4;1
852.6;940.8;2146.2;1656.2;661.5;1
837.9;901.6;2102.1;1621.9;661.5;1
833;877.1;2077.6;1592.5;656.6;1
828.1;847.7;2058;1558.2;656.6;1
818.3;837.9;2038.4;1533.7;656.6;1
818.3;818.3;2018.8;1528.8;651.7;1
813.4;803.6;1999.2;1509.2;651.7;1
808.5;793.8;1994.3;1489.6;646.8;1
803.6;784;1984.5;1474.9;641.9;1
803.6;779.1;1974.7;1460.2;641.9;1
803.6;779.1;1960;1450.4;637;1
798.7;769.3;1945.3;1435.7;637;1
798.7;759.5;1950.2;1421;632.1;1
793.8;759.5;1935.5;1416.1;627.2;1
788.9;754.6;1930.6;1406.3;627.2;1
788.9;749.7;1920.8;1396.5;627.2;1
788.9;749.7;1925.7;1391.6;617.4;1
793.8;744.8;1915.9;1381.8;622.3;1
784;744.8;1906.1;1386.7;622.3;1
788.9;744.8;1906.1;1372;612.5;1
784;735;1911;1367.1;612.5;1
784;735;1896.3;1352.4;612.5;1
784;725.2;1901.2;1357.3;607.6;1
779.1;725.2;1896.3;1347.5;607.6;1
784;725.2;1881.6;1342.6;602.7;1
784;725.2;1881.6;1342.6;597.8;1
779.1;720.3;1881.6;1342.6;597.8;1
779.1;720.3;1876.7;1342.6;602.7;1
779.1;720.3;1881.6;1337.7;592.9;1
793.8;725.2;1891.4;1332.8;592.9;1
779.1;715.4;1876.7;1332.8;592.9;1
779.1;715.4;1871.8;1323;588;1
774.2;715.4;1871.8;1318.1;583.1;1
779.1;710.5;1871.8;1323;583.1;1
774.2;710.5;1871.8;1313.2;583.1;1
774.2;705.6;1881.6;1313.2;583.1;1
774.2;710.5;1866.9;1308.3;578.2;1
774.2;715.4;1871.8;1308.3;573.3;1
774.2;710.5;1866.9;1308.3;573.3;1
774.2;710.5;1866.9;1308.3;573.3;1
774.2;710.5;1871.8;1308.3;573.3;1
774.2;715.4;1881.6;1323;573.3;1
774.2;715.4;1871.8;1308.3;568.4;1
769.3;715.4;1862;1308.3;568.4;1
774.2;720.3;1876.7;1303.4;568.4;1
774.2;715.4;1866.9;1303.4;563.5;1
774.2;705.6;1866.9;1303.4;563.5;1
779.1;705.6;1862;1308.3;563.5;1
774.2;705.6;1876.7;1303.4;563.5;1
779.1;710.5;1866.9;1303.4;558.6;1
779.1;715.4;1876.7;1308.3;563.5;1
779.1;715.4;1876.7;1303.4;558.6;1
779.1;720.3;1871.8;1313.2;558.6;1
779.1;720.3;1881.6;1313.2;558.6;1
779.1;720.3;1871.8;1308.3;553.7;1
779.1;715.4;1871.8;1313.2;558.6;1
779.1;710.5;1871.8;1313.2;558.6;1
774.2;710.5;1871.8;1308.3;553.7;1
774.2;710.5;1866.9;1313.2;553.7;1
779.1;710.5;1866.9;1308.3;553.7;1
774.2;705.6;1866.9;1303.4;553.7;1
779.1;705.6;1866.9;1298.5;553.7;1
774.2;705.6;1866.9;1303.4;548.8;1
779.1;705.6;1876.7;1303.4;548.8;1
774.2;700.7;1871.8;1303.4;548.8;1
774.2;705.6;1866.9;1303.4;548.8;1
779.1;700.7;1871.8;1298.5;553.7;1
779.1;700.7;1866.9;1303.4;548.8;1
779.1;705.6;1862;1303.4;548.8;1
779.1;705.6;1871.8;1298.5;548.8;1
779.1;700.7;1876.7;1293.6;543.9;1
779.1;700.7;1876.7;1298.5;543.9;1
779.1;700.7;1862;1293.6;543.9;1
779.1;700.7;1871.8;1298.5;543.9;1
779.1;700.7;1866.9;1293.6;543.9;1
774.2;700.7;1862;1288.7;543.9;1
774.2;700.7;1862;1288.7;543.9;1
774.2;695.8;1871.8;1288.7;539;1
779.1;705.6;1866.9;1293.6;539;1
774.2;700.7;1862;1298.5;539;1
779.1;700.7;1876.7;1298.5;543.9;1
774.2;705.6;1866.9;1298.5;539;1
769.3;700.7;1871.8;1293.6;534.1;1
779.1;705.6;1871.8;1298.5;543.9;1
774.2;700.7;1857.1;1293.6;534.1;1
774.2;695.8;1871.8;1293.6;534.1;1
779.1;695.8;1866.9;1293.6;539;1
769.3;690.9;1862;1293.6;534.1;1
774.2;690.9;1862;1288.7;529.2;1
774.2;690.9;1866.9;1288.7;534.1;1
774.2;690.9;1871.8;1283.8;529.2;1
774.2;695.8;1862;1288.7;534.1;1
774.2;690.9;1862;1283.8;534.1;1
774.2;690.9;1866.9;1283.8;534.1;1
774.2;690.9;1866.9;1283.8;529.2;1
774.2;690.9;1862;1283.8;529.2;1
774.2;690.9;1857.1;1283.8;529.2;1
769.3;690.9;1862;1288.7;529.2;1
769.3;695.8;1857.1;1283.8;529.2;1
769.3;690.9;1862;1278.9;529.2;1
769.3;686;1847.3;1293.6;524.3;1
769.3;686;1857.1;1278.9;524.3;1
769.3;681.1;1847.3;1283.8;529.2;1
769.3;681.1;1852.2;1278.9;524.3;1
774.2;686;1852.2;1278.9;529.2;1
769.3;686;1857.1;1278.9;529.2;1
769.3;686;1852.2;1278.9;524.3;1
769.3;686;1852.2;1274;529.2;1
774.2;690.9;1852.2;1274;524.3;1
774.2;686;1852.2;1269.1;524.3;1
769.3;686;1852.2;1283.8;524.3;1
769.3;690.9;1866.9;1278.9;524.3;1
774.2;695.8;1862;1274;524.3;1
774.2;690.9;1857.1;1278.9;519.4;1
774.2;690.9;1862;1278.9;519.4;1
769.3;695.8;1862;1274;524.3;1
774.2;695.8;1862;1283.8;524.3;1
774.2;700.7;1857.1;1283.8;524.3;1
769.3;695.8;1857.1;1278.9;519.4;1
779.1;695.8;1862;1278.9;524.3;1
769.3;695.8;1857.1;1278.9;524.3;1
769.3;690.9;1862;1274;524.3;1
769.3;686;1866.9;1274;524.3;1
769.3;686;1852.2;1269.1;524.3;1
769.3;686;1852.2;1269.1;519.4;1
769.3;681.1;1857.1;1269.1;524.3;1
769.3;681.1;1847.3;1278.9;519.4;1
769.3;686;1852.2;1269.1;524.3;1
769.3;681.1;1847.3;1278.9;519.4;1
774.2;686;1847.3;1269.1;519.4;1
769.3;686;1852.2;1274;524.3;1
774.2;686;1857.1;1269.1;519.4;1
769.3;686;1852.2;1274;519.4;1
769.3;686;1847.3;1264.2;519.4;1
769.3;686;1847.3;1269.1;519.4;1
769.3;686;1847.3;1264.2;519.4;1
774.2;686;1852.2;1274;524.3;1
769.3;681.1;1847.3;1264.2;519.4;1
774.2;686;1847.3;1269.1;519.4;1
774.2;695.8;1852.2;1269.1;524.3;1
774.2;690.9;1857.1;1269.1;519.4;1
774.2;690.9;1852.2;1269.1;524.3;1
774.2;690.9;1857.1;1269.1;519.4;1
769.3;690.9;1857.1;1274;519.4;1
769.3;690.9;1857.1;1269.1;519.4;1
774.2;690.9;1857.1;1269.1;524.3;1
769.3;695.8;1862;1274;524.3;1
769.3;690.9;1862;1269.1;519.4;1
769.3;690.9;1857.1;1269.1;519.4;1
769.3;686;1862;1269.1;519.4;1
769.3;690.9;1852.2;1274;519.4;1
769.3;690.9;1857.1;1269.1;524.3;1
769.3;690.9;1852.2;1264.2;519.4;1
769.3;686;1852.2;1274;519.4;1
769.3;686;1857.1;1269.1;519.4;1
769.3;686;1852.2;1269.1;519.4;1
774.2;686;1852.2;1264.2;519.4;1
769.3;686;1852.2;1264.2;519.4;1
769.3;686;1866.9;1264.2;519.4;1
774.2;686;1852.2;1264.2;519.4;1
769.3;681.1;1852.2;1264.2;524.3;1
769.3;686;1857.1;1264.2;519.4;1
774.2;686;1857.1;1269.1;519.4;1
769.3;686;1857.1;1274;519.4;1
788.9;690.9;1857.1;1269.1;519.4;1
769.3;686;1857.1;1274;519.4;1
769.3;686;1852.2;1264.2;524.3;1
774.2;690.9;1852.2;1269.1;519.4;1
764.4;686;1852.2;1269.1;514.5;1
769.3;686;1852.2;1269.1;519.4;1
764.4;686;1847.3;1269.1;514.5;1
759.5;690.9;1857.1;1254.4;519.4;1
769.3;676.2;1852.2;1254.4;519.4;1
764.4;676.2;1852.2;1269.1;519.4;1
774.2;676.2;1852.2;1259.3;519.4;1
784;690.9;1886.5;1274;514.5;1
818.3;739.9;1920.8;1283.8;514.5;1
842.8;793.8;1984.5;1308.3;519.4;1
857.5;862.4;2062.9;1342.6;519.4;1
886.9;940.8;2146.2;1381.8;519.4;1
896.7;1014.3;2185.4;1425.9;519.4;1
911.4;1078;2239.3;1479.8;524.3;1
931;1127;2288.3;1514.1;519.4;1
935.9;1180.9;2322.6;1568;524.3;1
945.7;1229.9;2361.8;1612.1;519.4;1
955.5;1264.2;2381.4;1646.4;529.2;1
970.2;1288.7;2425.5;1675.8;529.2;1
975.1;1323;2450;1705.2;534.1;1
975.1;1352.4;2464.7;1739.5;529.2;1
980;1376.9;2474.5;1773.8;534.1;1
994.7;1396.5;2484.3;1808.1;534.1;1
999.6;1406.3;2494.1;1813;534.1;1
999.6;1425.9;2503.9;1827.7;539;1
1009.4;1430.8;2513.7;1857.1;539;1
1014.3;1450.4;2523.5;1876.7;543.9;1
1019.2;1455.3;2533.3;1886.5;543.9;1
1014.3;1470;2543.1;1901.2;548.8;1
1024.1;1474.9;2552.9;1906.1;553.7;1
1029;1489.6;2557.8;1911;553.7;1
1024.1;1494.5;2592.1;1935.5;553.7;1
1024.1;1494.5;2562.7;1930.6;553.7;1
1033.9;1504.3;2577.4;1940.4;558.6;1
1029;1509.2;2597;1955.1;563.5;1
1029;1514.1;2592.1;1960;558.6;1
1038.8;1514.1;2597;1969.8;563.5;1
1033.9;1519;2592.1;1969.8;568.4;1
1033.9;1514.1;2597;1979.6;563.5;1
1033.9;1514.1;2592.1;1969.8;573.3;1
1033.9;1519;2582.3;1974.7;573.3;1
1038.8;1519;2582.3;1989.4;568.4;1
1038.8;1514.1;2587.2;1989.4;583.1;1
1043.7;1523.9;2582.3;1989.4;578.2;1
1043.7;1519;2587.2;1994.3;583.1;1
1038.8;1523.9;2597;1989.4;573.3;1
1048.6;1519;2582.3;2004.1;583.1;1
1038.8;1528.8;2606.8;2004.1;583.1;1
1048.6;1533.7;2621.5;2009;583.1;1
1043.7;1538.6;2597;2004.1;592.9;1
1048.6;1523.9;2636.2;2013.9;592.9;1
1048.6;1538.6;2616.6;2023.7;588;1
1048.6;1548.4;2621.5;2013.9;597.8;1
1048.6;1543.5;2611.7;2028.6;592.9;1
1058.4;1538.6;2621.5;2018.8;597.8;1
1053.5;1543.5;2621.5;2028.6;597.8;1
1058.4;1548.4;2641.1;2018.8;602.7;1
1058.4;1538.6;2636.2;2018.8;602.7;1
1048.6;1548.4;2631.3;2038.4;602.7;1
1053.5;1553.3;2631.3;2033.5;607.6;1
1068.2;1543.5;2626.4;2023.7;607.6;1
1053.5;1538.6;2626.4;2043.3;607.6;1
1063.3;1548.4;2626.4;2038.4;607.6;1
1063.3;1538.6;2631.3;2038.4;612.5;1
1063.3;1548.4;2636.2;2038.4;612.5;1
1063.3;1548.4;2621.5;2033.5;607.6;1
1068.2;1558.2;2641.1;2048.2;617.4;1
1058.4;1553.3;2646;2033.5;612.5;1
1053.5;1558.2;2641.1;2038.4;617.4;1
1053.5;1563.1;2626.4;2043.3;617.4;1
1058.4;1553.3;2641.1;2048.2;617.4;1
1053.5;1553.3;2626.4;2058;617.4;1
1063.3;1553.3;2636.2;2053.1;627.2;1
1063.3;1563.1;2636.2;2038.4;622.3;1
1063.3;1558.2;2650.9;2053.1;622.3;1
1063.3;1563.1;2641.1;2053.1;622.3;1
1068.2;1563.1;2641.1;2058;627.2;1
1068.2;1563.1;2646;2053.1;627.2;1
1068.2;1563.1;2646;2053.1;627.2;1
1068.2;1563.1;2650.9;2048.2;632.1;1
1063.3;1572.9;2660.7;2058;637;1
1063.3;1572.9;2650.9;2048.2;637;1
1068.2;1568;2685.2;2053.1;637;1
1068.2;1568;2655.8;2062.9;641.9;1
1068.2;1572.9;2665.6;2062.9;637;1
1078;1577.8;2655.8;2058;641.9;1
1073.1;1577.8;2636.2;2067.8;637;1
1078;1582.7;2641.1;2062.9;641.9;1
